"kanji","hiragana","pos","korean_meaning","question_type","difficulty"
"対象","たいしょう","n","대상","reading","2"
"対象","たいしょう","n","대상","meaning_to_japanese","2"
"対象","たいしょう","n","대상","japanese_to_meaning","2"
"対策","たいさく","n","대책","reading","2"
"対策","たいさく","n","대책","meaning_to_japanese","2"
"対策","たいさく","n","대책","japanese_to_meaning","2"
"対話","たいわ","n","대화","reading","2"
"対話","たいわ","n","대화","meaning_to_japanese","2"
"対話","たいわ","n","대화","japanese_to_meaning","2"
"単位","たんい","n","단위","reading","2"
"単位","たんい","n","단위","meaning_to_japanese","2"
"単位","たんい","n","단위","japanese_to_meaning","2"
"担当","たんとう","n/v","담당","reading","2"
"担当","たんとう","n/v","담당","meaning_to_japanese","2"
"担当","たんとう","n/v","담당","japanese_to_meaning","2"
"地域","ちいき","n","지역","reading","2"
"地域","ちいき","n","지역","meaning_to_japanese","2"
"地域","ちいき","n","지역","japanese_to_meaning","2"
"地震","じしん","n","지진","reading","2"
"地震","じしん","n","지진","meaning_to_japanese","2"
"地震","じしん","n","지진","japanese_to_meaning","2"
"秩序","ちつじょ","n","질서","reading","2"
"秩序","ちつじょ","n","질서","meaning_to_japanese","2"
"秩序","ちつじょ","n","질서","japanese_to_meaning","2"
"著者","ちょしゃ","n","저자","reading","2"
"著者","ちょしゃ","n","저자","meaning_to_japanese","2"
"著者","ちょしゃ","n","저자","japanese_to_meaning","2"
"調節","ちょうせつ","n/v","조절","reading","2"
"調節","ちょうせつ","n/v","조절","meaning_to_japanese","2"
"調節","ちょうせつ","n/v","조절","japanese_to_meaning","2"
"調整","ちょうせい","n/v","조정","reading","2"
"調整","ちょうせい","n/v","조정","meaning_to_japanese","2"
"調整","ちょうせい","n/v","조정","japanese_to_meaning","2"
"通信","つうしん","n/v","통신","reading","2"
"通信","つうしん","n/v","통신","meaning_to_japanese","2"
"通信","つうしん","n/v","통신","japanese_to_meaning","2"
"通訳","つうやく","n/v","통역","reading","2"
"通訳","つうやく","n/v","통역","meaning_to_japanese","2"
"通訳","つうやく","n/v","통역","japanese_to_meaning","2"
"追加","ついか","n/v","추가","reading","2"
"追加","ついか","n/v","추가","meaning_to_japanese","2"
"追加","ついか","n/v","추가","japanese_to_meaning","2"
"手続き","てつづき","n","절차","reading","2"
"手続き","てつづき","n","절차","meaning_to_japanese","2"
"手続き","てつづき","n","절차","japanese_to_meaning","2"
"適用","てきよう","n/v","적용","reading","2"
"適用","てきよう","n/v","적용","meaning_to_japanese","2"
"適用","てきよう","n/v","적용","japanese_to_meaning","2"
"定義","ていぎ","n","정의","reading","2"
"定義","ていぎ","n","정의","meaning_to_japanese","2"
"定義","ていぎ","n","정의","japanese_to_meaning","2"
"提案","ていあん","n/v","제안","reading","2"
"提案","ていあん","n/v","제안","meaning_to_japanese","2"
"提案","ていあん","n/v","제안","japanese_to_meaning","2"
"提供","ていきょう","n/v","제공","reading","2"
"提供","ていきょう","n/v","제공","meaning_to_japanese","2"
"提供","ていきょう","n/v","제공","japanese_to_meaning","2"
"程度","ていど","n","정도","reading","2"
"程度","ていど","n","정도","meaning_to_japanese","2"
"程度","ていど","n","정도","japanese_to_meaning","2"
"データ","","n","데이터","meaning_to_japanese","2"
"データ","","n","데이터","japanese_to_meaning","2"
"伝統","でんとう","n","전통","reading","2"
"伝統","でんとう","n","전통","meaning_to_japanese","2"
"伝統","でんとう","n","전통","japanese_to_meaning","2"
"同情","どうじょう","n/v","동정","reading","2"
"同情","どうじょう","n/v","동정","meaning_to_japanese","2"
"同情","どうじょう","n/v","동정","japanese_to_meaning","2"
"道具","どうぐ","n","도구","reading","2"
"道具","どうぐ","n","도구","meaning_to_japanese","2"
"道具","どうぐ","n","도구","japanese_to_meaning","2"
"独立","どくりつ","n/v","독립","reading","2"
"独立","どくりつ","n/v","독립","meaning_to_japanese","2"
"独立","どくりつ","n/v","독립","japanese_to_meaning","2"
"独特","どくとく","na-adj","독특한","reading","2"
"独特","どくとく","na-adj","독특한","meaning_to_japanese","2"
"独特","どくとく","na-adj","독특한","japanese_to_meaning","2"
"努力","どりょく","n/v","노력","reading","2"
"努力","どりょく","n/v","노력","meaning_to_japanese","2"
"努力","どりょく","n/v","노력","japanese_to_meaning","2"
"内閣","ないかく","n","내각","reading","2"
"内閣","ないかく","n","내각","meaning_to_japanese","2"
"内閣","ないかく","n","내각","japanese_to_meaning","2"
"習い事","ならいごと","n","배우는 것","reading","2"
"習い事","ならいごと","n","배우는 것","meaning_to_japanese","2"
"習い事","ならいごと","n","배우는 것","japanese_to_meaning","2"
"人気","にんき","n","인기","reading","2"
"人気","にんき","n","인기","meaning_to_japanese","2"
"人気","にんき","n","인기","japanese_to_meaning","2"
"配達","はいたつ","n/v","배달","reading","2"
"配達","はいたつ","n/v","배달","meaning_to_japanese","2"
"配達","はいたつ","n/v","배달","japanese_to_meaning","2"
"発達","はったつ","n/v","발달","reading","2"
"発達","はったつ","n/v","발달","meaning_to_japanese","2"
"発達","はったつ","n/v","발달","japanese_to_meaning","2"
"発展","はってん","n/v","발전","reading","2"
"発展","はってん","n/v","발전","meaning_to_japanese","2"
"発展","はってん","n/v","발전","japanese_to_meaning","2"
"発明","はつめい","n/v","발명","reading","2"
"発明","はつめい","n/v","발명","meaning_to_japanese","2"
"発明","はつめい","n/v","발명","japanese_to_meaning","2"
"判断","はんだん","n/v","판단","reading","2"
"判断","はんだん","n/v","판단","meaning_to_japanese","2"
"判断","はんだん","n/v","판단","japanese_to_meaning","2"
"犯罪","はんざい","n","범죄","reading","2"
"犯罪","はんざい","n","범죄","meaning_to_japanese","2"
"犯罪","はんざい","n","범죄","japanese_to_meaning","2"
"批判","ひはん","n/v","비판","reading","2"
"批判","ひはん","n/v","비판","meaning_to_japanese","2"
"批判","ひはん","n/v","비판","japanese_to_meaning","2"
"表現","ひょうげん","n/v","표현","reading","2"
"表現","ひょうげん","n/v","표현","meaning_to_japanese","2"
"表現","ひょうげん","n/v","표현","japanese_to_meaning","2"
"表情","ひょうじょう","n","표정","reading","2"
"表情","ひょうじょう","n","표정","meaning_to_japanese","2"
"表情","ひょうじょう","n","표정","japanese_to_meaning","2"
"評価","ひょうか","n/v","평가","reading","2"
"評価","ひょうか","n/v","평가","meaning_to_japanese","2"
"評価","ひょうか","n/v","평가","japanese_to_meaning","2"
"普及","ふきゅう","n/v","보급","reading","2"
"普及","ふきゅう","n/v","보급","meaning_to_japanese","2"
"普及","ふきゅう","n/v","보급","japanese_to_meaning","2"
"復習","ふくしゅう","n/v","복습","reading","2"
"復習","ふくしゅう","n/v","복습","meaning_to_japanese","2"
"復習","ふくしゅう","n/v","복습","japanese_to_meaning","2"
"不足","ふそく","n/v","부족","reading","2"
"不足","ふそく","n/v","부족","meaning_to_japanese","2"
"不足","ふそく","n/v","부족","japanese_to_meaning","2"
"物価","ぶっか","n","물가","reading","2"
"物価","ぶっか","n","물가","meaning_to_japanese","2"
"物価","ぶっか","n","물가","japanese_to_meaning","2"
"物質","ぶっしつ","n","물질","reading","2"
"物質","ぶっしつ","n","물질","meaning_to_japanese","2"
"物質","ぶっしつ","n","물질","japanese_to_meaning","2"
"文明","ぶんめい","n","문명","reading","2"
"文明","ぶんめい","n","문명","meaning_to_japanese","2"
"文明","ぶんめい","n","문명","japanese_to_meaning","2"
"文書","ぶんしょ","n","문서","reading","2"
"文書","ぶんしょ","n","문서","meaning_to_japanese","2"
"文書","ぶんしょ","n","문서","japanese_to_meaning","2"
"分析","ぶんせき","n/v","분석","reading","2"
"分析","ぶんせき","n/v","분석","meaning_to_japanese","2"
"分析","ぶんせき","n/v","분석","japanese_to_meaning","2"
"分野","ぶんや","n","분야","reading","2"
"分野","ぶんや","n","분야","meaning_to_japanese","2"
"分野","ぶんや","n","분야","japanese_to_meaning","2"
"変更","へんこう","n/v","변경","reading","2"
"変更","へんこう","n/v","변경","meaning_to_japanese","2"
"変更","へんこう","n/v","변경","japanese_to_meaning","2"
"報道","ほうどう","n/v","보도","reading","2"
"報道","ほうどう","n/v","보도","meaning_to_japanese","2"
"報道","ほうどう","n/v","보도","japanese_to_meaning","2"
"保証","ほしょう","n/v","보증","reading","2"
"保証","ほしょう","n/v","보증","meaning_to_japanese","2"
"保証","ほしょう","n/v","보증","japanese_to_meaning","2"
"保存","ほぞん","n/v","보존","reading","2"
"保存","ほぞん","n/v","보존","meaning_to_japanese","2"
"保存","ほぞん","n/v","보존","japanese_to_meaning","2"
"保護","ほご","n/v","보호","reading","2"
"保護","ほご","n/v","보호","meaning_to_japanese","2"
"保護","ほご","n/v","보호","japanese_to_meaning","2"
"満員","まんいん","n","만원","reading","2"
"満員","まんいん","n","만원","meaning_to_japanese","2"
"満員","まんいん","n","만원","japanese_to_meaning","2"
"未来","みらい","n","미래","reading","2"
"未来","みらい","n","미래","meaning_to_japanese","2"
"未来","みらい","n","미래","japanese_to_meaning","2"
"無理","むり","na-adj/n","무리","reading","2"
"無理","むり","na-adj/n","무리","meaning_to_japanese","2"
"無理","むり","na-adj/n","무리","japanese_to_meaning","2"
"明確","めいかく","na-adj","명확한","reading","2"
"明確","めいかく","na-adj","명확한","meaning_to_japanese","2"
"明確","めいかく","na-adj","명확한","japanese_to_meaning","2"
"模様","もよう","n","무늬","reading","2"
"模様","もよう","n","무늬","meaning_to_japanese","2"
"模様","もよう","n","무늬","japanese_to_meaning","2"
"問い合わせ","といあわせ","n/v","문의","reading","3"
"問い合わせ","といあわせ","n/v","문의","meaning_to_japanese","3"
"問い合わせ","といあわせ","n/v","문의","japanese_to_meaning","3"
"要求","ようきゅう","n/v","요구","reading","2"
"要求","ようきゅう","n/v","요구","meaning_to_japanese","2"
"要求","ようきゅう","n/v","요구","japanese_to_meaning","2"
"要素","ようそ","n","요소","reading","2"
"要素","ようそ","n","요소","meaning_to_japanese","2"
"要素","ようそ","n","요소","japanese_to_meaning","2"
"予想","よそう","n/v","예상","reading","2"
"予想","よそう","n/v","예상","meaning_to_japanese","2"
"予想","よそう","n/v","예상","japanese_to_meaning","2"
"予定","よてい","n","예정","reading","2"
"予定","よてい","n","예정","meaning_to_japanese","2"
"予定","よてい","n","예정","japanese_to_meaning","2"
"予防","よぼう","n/v","예방","reading","2"
"予防","よぼう","n/v","예방","meaning_to_japanese","2"
"予防","よぼう","n/v","예방","japanese_to_meaning","2"
"理解","りかい","n/v","이해","reading","2"
"理解","りかい","n/v","이해","meaning_to_japanese","2"
"理解","りかい","n/v","이해","japanese_to_meaning","2"
"理想","りそう","n","이상","reading","2"
"理想","りそう","n","이상","meaning_to_japanese","2"
"理想","りそう","n","이상","japanese_to_meaning","2"
"流行","りゅうこう","n/v","유행","reading","2"
"流行","りゅうこう","n/v","유행","meaning_to_japanese","2"
"流行","りゅうこう","n/v","유행","japanese_to_meaning","2"
"領域","りょういき","n","영역","reading","2"
"領域","りょういき","n","영역","meaning_to_japanese","2"
"領域","りょういき","n","영역","japanese_to_meaning","2"
"例外","れいがい","n","예외","reading","2"
"例外","れいがい","n","예외","meaning_to_japanese","2"
"例外","れいがい","n","예외","japanese_to_meaning","2"
"連続","れんぞく","n/v","연속","reading","2"
"連続","れんぞく","n/v","연속","meaning_to_japanese","2"
"連続","れんぞく","n/v","연속","japanese_to_meaning","2"
"労働","ろうどう","n/v","노동","reading","2"
"労働","ろうどう","n/v","노동","meaning_to_japanese","2"
"労働","ろうどう","n/v","노동","japanese_to_meaning","2"
"論文","ろんぶん","n","논문","reading","2"
"論文","ろんぶん","n","논문","meaning_to_japanese","2"
